./train/1.png,19
./train/2.png,23
./train/3.png,25
./train/4.png,93
./train/5.png,31
./train/6.png,33
./train/7.png,28
./train/8.png,744
./train/9.png,128
./train/10.png,16
./train/11.png,23
./train/12.png,63
./train/13.png,42
./train/14.png,58
./train/15.png,16
./train/16.png,23
./train/17.png,79
./train/18.png,53
./train/19.png,222
./train/20.png,62
./train/21.png,2
./train/22.png,515
./train/23.png,47
./train/24.png,89
./train/25.png,601
./train/26.png,24
./train/27.png,56
./train/28.png,52
./train/29.png,132
./train/30.png,14
./train/31.png,638
./train/32.png,43
./train/33.png,14
./train/34.png,42
./train/35.png,6
./train/36.png,44
./train/37.png,11
./train/38.png,17
./train/39.png,31
./train/40.png,20
./train/41.png,42
./train/42.png,251
./train/43.png,29
./train/44.png,204
./train/45.png,10
./train/46.png,327
./train/47.png,24
./train/48.png,46
./train/49.png,817
./train/50.png,103
./train/51.png,91
./train/52.png,35
./train/53.png,93
./train/54.png,11
./train/55.png,1137
./train/56.png,56
./train/57.png,215
./train/58.png,11
./train/59.png,2
./train/60.png,47
./train/61.png,5
./train/62.png,32
./train/63.png,43
./train/64.png,29
./train/65.png,58
./train/66.png,95
./train/67.png,10
./train/68.png,542
./train/69.png,44
./train/70.png,31
./train/71.png,2386
./train/72.png,15
./train/73.png,3
./train/74.png,33
./train/75.png,18
./train/76.png,98
./train/77.png,739
./train/78.png,138
./train/79.png,1922
./train/80.png,22
./train/81.png,74
./train/82.png,45
./train/83.png,60
./train/84.png,3
./train/85.png,17
./train/86.png,35
./train/87.png,17
./train/88.png,5
./train/89.png,18
./train/90.png,164
./train/91.png,193
./train/92.png,35
./train/93.png,17
./train/94.png,12
./train/95.png,1044
./train/96.png,18
./train/97.png,36
./train/98.png,120
./train/99.png,2
./train/100.png,109
./train/101.png,53
./train/102.png,35
./train/103.png,7
./train/104.png,104
./train/105.png,14
./train/106.png,14
./train/107.png,52
./train/108.png,2
./train/109.png,30
./train/110.png,63
./train/111.png,9
./train/112.png,187
./train/113.png,13
./train/114.png,19
./train/115.png,32
./train/116.png,513
./train/117.png,48
./train/118.png,3421
./train/119.png,323
./train/120.png,51
./train/121.png,1358
./train/122.png,17
./train/123.png,6
./train/124.png,5
./train/125.png,64
./train/126.png,108
./train/127.png,8
./train/128.png,13
./train/129.png,68
./train/130.png,4
./train/131.png,174
./train/132.png,98
./train/133.png,44
./train/134.png,9
./train/135.png,68
./train/136.png,2
./train/137.png,10
./train/138.png,46
./train/139.png,28
./train/140.png,9
./train/141.png,39
./train/142.png,4
./train/143.png,41
./train/144.png,195
./train/145.png,33
./train/146.png,2518
./train/147.png,15
./train/148.png,300
./train/149.png,47
./train/150.png,286
./train/151.png,33
./train/152.png,207
./train/153.png,19
./train/154.png,2
./train/155.png,7
./train/156.png,6
./train/157.png,57
./train/158.png,2
./train/159.png,91
./train/160.png,208
./train/161.png,85
./train/162.png,3
./train/163.png,560
./train/164.png,5
./train/165.png,176
./train/166.png,754
./train/167.png,15
./train/168.png,282
./train/169.png,42
./train/170.png,76
./train/171.png,419
./train/172.png,21
./train/173.png,11
./train/174.png,59
./train/175.png,568
./train/176.png,5
./train/177.png,158
./train/178.png,21
./train/179.png,25
./train/180.png,1742
./train/181.png,37
./train/182.png,34
./train/183.png,21
./train/184.png,2800
./train/185.png,256
./train/186.png,130
